,num_reads
BCORL1,13.0
ELF4,28.0
AIFM1,105.0
RAB33A,165.0
ZNF280C,9.0
SLC25A14,22.0
RBMX2,309.0
ENOX2,51.0
FIRRE,4.0
STK26,102.0
RAP2C,108.0
RAP2C-AS1,13.0
MBNL3,15.0
PHF6,122.0
HPRT1,263.0
FAM122B,122.0
FAM122C,21.0
MOSPD1,74.0
FAM127A,85.0
FAM127B,116.0
ZNF75D,49.0
ZNF449,19.0
SMIM10L2A,6.0
DDX26B,46.0
MMGT1,74.0
SLC9A6,31.0
FHL1,58.0
MAP7D3,117.0
HTATSF1,312.0
CD40LG,397.0
ARHGEF6,132.0
RP11-1114A5.4,50.0
RBMX,1121.0
MCF2,3.0
ATP11C,43.0
LDOC1,58.0
FMR1,91.0
IDS,643.0
LINC00893,71.0
CXorf40A,62.0
TMEM185A,75.0
CXorf40B,60.0
LINC00894,8.0
MTM1,49.0
MTMR1,28.0
CD99L2,50.0
HMGB3,6.0
VMA21,189.0
CETN2,85.0
NSDHL,34.0
ZNF185,6.0
PNMA5,2.0
PNMA3,4.0
PNMA6A,5.0
ZNF275,45.0
HAUS7,36.0
FAM58A,175.0
RP11-66N11.8,25.0
BCAP31,648.0
ABCD1,7.0
IDH3G,301.0
SSR4,1905.0
ARHGAP4,168.0
NAA10,268.0
RENBP,142.0
HCFC1,125.0
TMEM187,77.0
IRAK1,60.0
MECP2,414.0
TKTL1,15.0
FLNA,363.0
EMD,348.0
RPL10,98264.0
XX-FW83563B9.5,45.0
DNASE1L1,30.0
TAZ,179.0
CH17-340M24.3,53.0
ATP6AP1,217.0
GDI1,145.0
FAM50A,303.0
PLXNA3,68.0
LAGE3,568.0
UBL4A,164.0
SLC10A3,74.0
FAM3A,141.0
G6PD,161.0
IKBKG,129.0
GAB3,27.0
DKC1,300.0
MPP1,91.0
F8,18.0
F8A1,318.0
FUNDC2,374.0
MTCP1,5.0
CMC4,7.0
BRCC3,72.0
VBP1,449.0
RAB39B,77.0
TMLHE,32.0
VAMP7,115.0
IL9R,2.0
ZNF596,14.0
FBXO25,193.0
ERICH1,359.0
CLN8,239.0
CTD-2336O2.1,249.0
ARHGEF10,18.0
KBTBD11,15.0
MYOM2,34.0
RP11-115C21.2,42.0
MCPH1,93.0
ANGPT2,94.0
AGPAT5,43.0
FAM85B,35.0
SGK223,197.0
MFHAS1,102.0
ERI1,45.0
PPP1R3B,41.0
RP11-10A14.4,2.0
RP11-375N15.2,3.0
TNKS,42.0
RP11-1E4.1,4.0
MSRA,47.0
SOX7,4.0
PINX1,103.0
XKR6,7.0
AF131216.1,3.0
MTMR9,159.0
SLC35G5,10.0
BLK,10.0
NEIL2,72.0
FDFT1,455.0
RP11-297N6.4,29.0
CTSB,423.0
FAM86B1,10.0
AC145124.2,19.0
RP11-351I21.11,4.0
LONRF1,22.0
KIAA1456,2.0
MICU3,64.0
ZDHHC2,62.0
CNOT7,688.0
VPS37A,97.0
MTUS1,30.0
PCM1,616.0
ASAH1,310.0
CTD-2547L16.1,4.0
NAT1,30.0
SH2D4A,9.0
CSGALNACT1,209.0
INTS10,409.0
ATP6V1B2,152.0
DOK2,148.0
XPO7,66.0
NPM2,3.0
DMTN,10.0
FAM160B2,62.0
NUDT18,44.0
REEP4,48.0
BMP1,3.0
POLR3D,82.0
PIWIL2,4.0
SLC39A14,14.0
PPP3CC,256.0
RP11-582J16.4,27.0
SORBS3,74.0
PDLIM2,231.0
C8orf58,44.0
CCAR2,147.0
RP11-582J16.5,10.0
BIN3,180.0
RP11-875O11.1,8.0
RHOBTB2,13.0
TNFRSF10B,68.0
TNFRSF10D,48.0
RP11-1149O23.2,1.0
TNFRSF10A,89.0
RP11-1149O23.4,5.0
CHMP7,734.0
R3HCC1,147.0
LOXL2,4.0
ENTPD4,152.0
SLC25A37,298.0
NKX3-1,6.0
GS1-72M22.1,4.0
NEFM,5.0
NEFL,24.0
GNRH1,11.0
KCTD9,51.0
PPP2R2A,246.0
BNIP3L,510.0
DPYSL2,28.0
TRIM35,55.0
PTK2B,152.0
EPHX2,395.0
CLU,23.0
CCDC25,241.0
ESCO2,11.0
NUGGC,6.0
ELP3,81.0
ZNF395,79.0
FZD3,22.0
EXTL3,15.0
EXTL3-AS1,4.0
INTS9,17.0
HMBOX1,196.0
KIF13B,25.0
AC145110.1,1.0
SARAF,7627.0
RP11-489E7.4,15.0
LEPROTL1,1678.0
RP11-51J9.5,103.0
DCTN6,149.0
RP11-51J9.6,2.0
RBPMS,13.0
GTF2E2,184.0
GSR,64.0
UBXN8,36.0
PPP2CB,81.0
WRN,52.0
RP11-11N9.4,39.0
FUT10,8.0
TTI2,51.0
MAK16,71.0
RNF122,5.0
ERLIN2,46.0
PROSC,383.0
ADGRA2,5.0
BRF2,86.0
RAB11FIP1,70.0
EIF4EBP1,84.0
ASH2L,134.0
RP11-90P5.2,2.0
LSM1,331.0
BAG4,94.0
DDHD2,100.0
PLPP5,133.0
WHSC1L1,858.0
RP11-350N15.5,9.0
LETM2,6.0
FGFR1,29.0
TACC1,236.0
RP11-723D22.3,2.0
PLEKHA2,76.0
CTD-2544N14.3,5.0
HTRA4,1.0
TM2D2,183.0
ADAM9,5.0
GOLGA7,402.0
GINS4,47.0
RP11-360L9.7,2.0
GPAT4,79.0
ANK1,2.0
RP11-930P14.2,5.0
KAT6A,346.0
RP11-589C21.6,15.0
RP11-589C21.5,1.0
AP3M2,188.0
PLAT,21.0
IKBKB,170.0
POLB,54.0
VDAC3,478.0
SLC20A2,73.0
SMIM19,341.0
CHRNA6,2.0
THAP1,202.0
RNF170,107.0
HOOK3,166.0
FNTA,585.0
HGSNAT,118.0
SPIDR,41.0
CEBPD,15.0
PRKDC,223.0
MCM4,22.0
UBE2V2,369.0
RP11-11C20.3,2.0
PCMTD1,424.0
RP11-110G21.1,51.0
RB1CC1,334.0
ATP6V1H,246.0
TCEA1,928.0
RP11-30L15.6,2.0
LYPLA1,220.0
MRPL15,121.0
XKR4,6.0
TMEM68,120.0
TGS1,264.0
LYN,1.0
RPS20,32198.0
PLAG1,60.0
CHCHD7,456.0
RP11-140I16.3,5.0
IMPAD1,28.0
UBXN2B,65.0
SDCBP,646.0
NSMAF,133.0
TOX,14.0
RP11-25K19.1,16.0
RAB2A,451.0
RP11-91I20.4,5.0
CHD7,229.0
AC022182.1,4.0
AC022182.3,109.0
ASPH,47.0
GGH,20.0
YTHDF3-AS1,21.0
YTHDF3,65.0
RP11-16E18.3,5.0
CTD-3025N20.3,8.0
ARMC1,208.0
MTFR1,39.0
RP11-707M3.3,23.0
PDE7A,350.0
CTD-2532N20.1,1.0
RRS1-AS1,5.0
RRS1,280.0
ADHFE1,28.0
MYBL1,11.0
VCPIP1,113.0
C8orf44-SGK3,1.0
C8orf44,78.0
AC090154.1,3.0
SGK3,78.0
MCMDC2,2.0
COPS5,276.0
CSPP1,94.0
ARFGEF1,117.0
RP11-7F18.2,3.0
C8orf34,6.0
NCOA2,51.0
RP11-333A23.4,5.0
TRAM1,1043.0
LACTB2-AS1,43.0
LACTB2,105.0
XKR9,6.0
MSC,1.0
TERF1,396.0
RP11-531A24.5,5.0
RPL7,49658.0
RDH10,10.0
STAU2-AS1,2.0
STAU2,87.0
UBE2W,113.0
TCEB1,582.0
TMEM70,228.0
LY96,260.0
GDAP1,17.0
PEX2,149.0
PKIA-AS1,2.0
PKIA,75.0
ZC2HC1A,30.0
MRPS28,143.0
TPD52,120.0
RP11-48B3.5,2.0
ZBTB10,19.0
RP11-48B3.3,11.0
ZNF704,4.0
PAG1,397.0
RP11-1149M10.1,4.0
RP11-1149M10.2,1.0
FABP5,55.0
IMPA1,86.0
ZFAND1,410.0
SNX16,45.0
LRRCC1,28.0
E2F5,13.0
C8orf59,771.0
CA13,8.0
WWP1,221.0
RMDN1,76.0
CPNE3,277.0
RP11-37B2.1,6.0
RIPK2,19.0
OSGIN2,44.0
NBN,117.0
DECR1,226.0
TMEM64,19.0
C8orf88,3.0
TMEM55A,105.0
OTUD6B-AS1,577.0
OTUD6B,66.0
LRRC69,31.0
FAM92A1,3.0
CTD-2006H14.2,11.0
RBM12B,116.0
TMEM67,21.0
PDP1,63.0
RAD54B,14.0
FSBP,2.0
KIAA1429,113.0
RP11-267M23.4,6.0
RP11-22C11.2,3.0
DPY19L4,39.0
INTS8,144.0
CCNE2,2.0
RP11-347C18.5,9.0
NDUFAF6,65.0
TP53INP1,15.0
PLEKHF2,116.0
C8orf37,4.0
UQCRB,7958.0
MTERF3,102.0
PTDSS1,270.0
CPQ,88.0
TSPYL5,2.0
MTDH,1284.0
LAPTM4B,52.0
MATN2,2.0
RPL30,58070.0
KB-1208A12.3,75.0
HRSP12,40.0
POP1,19.0
NIPAL2,2.0
STK3,28.0
RP11-410L14.2,44.0
VPS13B,61.0
COX6C,2503.0
FBXO43,4.0
POLR2K,530.0
RNF19A,104.0
ANKRD46,116.0
PABPC1,9912.0
YWHAZ,1028.0
KB-1460A1.5,18.0
ZNF706,885.0
KB-1410C5.5,1.0
NCALD,17.0
RRM2B,48.0
UBR5-AS1,18.0
UBR5,120.0
KLF10,15.0
KB-1732A1.1,6.0
AZIN1,189.0
AZIN1-AS1,17.0
ATP6V1C1,115.0
FZD6,9.0
SLC25A32,78.0
DCAF13,236.0
RP11-1C8.5,4.0
RIMS2,9.0
LRP12,5.0
RP11-395G23.3,34.0
OXR1,137.0
EIF3E,6475.0
EMC2,140.0
NUDCD1,56.0
ENY2,586.0
EBAG9,334.0
CSMD3,3.0
TRPS1,27.0
EIF3H,3847.0
UTP23,187.0
RAD21,561.0
AARD,3.0
MED30,342.0
EXT1,8.0
SAMD12,17.0
AC023590.1,84.0
ENPP2,5.0
TAF2,52.0
DSCC1,2.0
KB-1471A8.1,3.0
DEPTOR,3.0
MRPL13,189.0
MTBP,11.0
SNTB1,56.0
RP11-713M15.1,5.0
RP11-713M15.2,16.0
ZHX2,78.0
DERL1,208.0
TBC1D31,61.0
C8orf76,86.0
ZHX1-C8orf76,10.0
ZHX1,110.0
ATAD2,70.0
WDYHV1,32.0
FBXO32,154.0
FAM91A1,54.0
RP11-37N22.1,3.0
TMEM65,35.0
TRMT12,44.0
RNF139-AS1,44.0
RNF139,211.0
TATDN1,335.0
NDUFB9,1306.0
MTSS1,37.0
ZNF572,3.0
SQLE,68.0
KIAA0196,51.0
NSMCE2,171.0
LINC00861,675.0
FAM84B,66.0
RP11-89K10.1,7.0
PCAT1,32.0
PRNCR1,32.0
POU5F1B,5.0
MYC,780.0
PVT1,305.0
FAM49B,725.0
RP11-473O4.4,3.0
ASAP1,95.0
EFR3A,120.0
TMEM71,191.0
PHF20L1,317.0
SLA,261.0
NDRG1,98.0
ST3GAL1,387.0
RP11-629O1.2,19.0
ZFAT,23.0
NCRNA00250,3.0
TRAPPC9,25.0
CTA-204B4.2,28.0
CHRAC1,184.0
AGO2,188.0
PTK2,21.0
DENND3,12.0
RP11-809O17.1,3.0
SLC45A4,13.0
PTP4A3,21.0
TSNARE1,10.0
RP13-467H17.1,5.0
JRK,60.0
THEM6,87.0
RP11-273G15.2,13.0
LY6E,775.0
ZFP41,14.0
GLI4,113.0
MINCR,119.0
ZNF696,22.0
RP13-582O9.7,9.0
TOP1MT,145.0
RHPN1,38.0
ZC3H3,90.0
RP11-661A12.5,2.0
RP11-661A12.4,2.0
GSDMD,334.0
MROH6,4.0
NAPRT,234.0
RP11-661A12.7,11.0
EEF1D,9257.0
TIGD5,14.0
PYCRL,33.0
TSTA3,186.0
ZNF623,51.0
ZNF707,40.0
RP11-429J17.2,14.0
FAM83H,3.0
SCRIB,40.0
PUF60,492.0
NRBP2,12.0
EPPK1,4.0
PLEC,175.0
PARP10,93.0
GRINA,106.0
CTD-3065J16.9,4.0
EXOSC4,94.0
GPAA1,183.0
CYC1,457.0
SHARPIN,256.0
MAF1,731.0
WDR97,8.0
HGH1,61.0
MROH1,65.0
BOP1,81.0
SCX,4.0
HSF1,351.0
DGAT1,48.0
SLC52A2,120.0
FBXL6,24.0
ADCK5,48.0
CPSF1,64.0
SLC39A4,102.0
VPS28,917.0
TONSL,14.0
CYHR1,246.0
KIFC2,32.0
PPP1R16A,43.0
MFSD3,43.0
RECQL4,6.0
LRRC14,102.0
LRRC24,9.0
C8orf82,62.0
AF186192.6,4.0
ZNF251,20.0
ZNF34,16.0
RPL8,27242.0
ZNF517,9.0
ZNF7,200.0
COMMD5,131.0
ZNF250,36.0
ZNF16,54.0
ZNF252P-AS1,4.0
C8orf33,205.0
WASH1,170.0
XXyac-YRM2039.3,7.0
CBWD1,235.0
C9orf66,5.0
DOCK8,532.0
KANK1,74.0
RP11-130C19.3,7.0
SMARCA2,201.0
VLDLR,3.0
PUM3,195.0
RFX3,41.0
RFX3-AS1,4.0
GLIS3,25.0
SPATA6L,7.0
PLPP6,46.0
CDC37L1-AS1,72.0
CDC37L1,159.0
AK3,284.0
RCL1,67.0
JAK2,25.0
RLN2,76.0
RLN1,27.0
PLGRKT,175.0
CD274,6.0
RIC1,20.0
ERMP1,13.0
KIAA2026,271.0
RANBP6,75.0
UHRF2,68.0
RP11-390F4.3,21.0
KDM4C,94.0
TMEM261,457.0
LINC01235,6.0
ZDHHC21,25.0
TTC39B,100.0
SNAPC3,102.0
PSIP1,1630.0
CCDC171,8.0
SAXO1,2.0
RRAGA,362.0
HAUS6,82.0
PLIN2,320.0
DENND4C,78.0
RP11-513M16.7,16.0
RP11-513M16.8,9.0
RPS6,70282.0
ACER2,2.0
MLLT3,339.0
FOCAD,21.0
HACD4,141.0
KLHL9,132.0
MTAP,82.0
CDKN2A,3.0
CAAP1,70.0
PLAA,66.0
IFT74,56.0
MOB3B,6.0
C9orf72,52.0
LINC01242,7.0
ACO1,71.0
DDX58,71.0
TOPORS,275.0
TOPORS-AS1,515.0
NDUFB6,544.0
GVQW1,6.0
TAF1L,1.0
APTX,88.0
DNAJA1,707.0
SMU1,255.0
B4GALT1,130.0
B4GALT1-AS1,2.0
BAG1,399.0
CHMP5,340.0
NFX1,180.0
AQP3,548.0
NOL6,28.0
UBE2R2,221.0
UBAP2,104.0
RP11-537H15.3,0.0
DCAF12,66.0
UBAP1,118.0
NUDT2,216.0
C9orf24,4.0
FAM219A,39.0
ENHO,2.0
RPP25L,217.0
DCTN3,351.0
SIGMAR1,168.0
GALT,394.0
IL11RA,64.0
RP11-195F19.5,15.0
DNAJB5,4.0
VCP,615.0
FANCG,29.0
PIGO,30.0
STOML2,384.0
FAM214B,30.0
TESK1,26.0
CD72,3.0
SIT1,377.0
CCDC107,338.0
ARHGEF39,10.0
TPM2,27.0
TLN1,341.0
CREB3,149.0
GBA2,57.0
RGP1,189.0
MSMP,5.0
RP11-112J3.16,30.0
NPR2,2.0
SPAG8,12.0
HINT2,279.0
TMEM8B,15.0
RECK,46.0
GLIPR2,72.0
CLTA,749.0
GNE,34.0
RNF38,66.0
RP11-220I1.5,1.0
EBLN3,270.0
ZCCHC7,213.0
GRHPR,282.0
ZBTB5,16.0
POLR1E,167.0
FBXO10,6.0
TOMM5,268.0
FRMPD1,5.0
TRMT10B,218.0
EXOSC3,141.0
DCAF10,196.0
SLC25A51,41.0
ALDH1B1,19.0
FAM95C,6.0
ANKRD18A,9.0
FAM201A,23.0
GLIDR,9.0
PGM5P2,3.0
CBWD7,14.0
RP11-475I24.3,2.0
FAM74A6,3.0
RP11-160N1.10,4.0
FAM27C,7.0
RP11-374M1.5,2.0
RP11-111F5.4,2.0
RP11-262H14.3,13.0
RP11-262H14.4,7.0
ANKRD20A4,9.0
CBWD5,210.0
ZNF658,25.0
CBWD3,131.0
RP11-88I18.2,18.0
PIP5K1B,9.0
FAM122A,165.0
FXN,120.0
TJP2,20.0
APBA1,3.0
PTAR1,148.0
C9orf135,14.0
SMC5-AS1,2.0
SMC5,200.0
KLF9,104.0
TRPM3,3.0
TMEM2,101.0
ABHD17B,70.0
C9orf85,74.0
ZFAND5,310.0
ANXA1,1437.0
TRPM6,3.0
C9orf40,19.0
C9orf41-AS1,14.0
CARNMT1,80.0
NMRK1,373.0
OSTF1,469.0
PCSK5,40.0
RFK,171.0
GCNT1,15.0
VPS13A,194.0
GNAQ,114.0
CEP78,153.0
PSAT1,292.0
TLE4,296.0
TLE1,13.0
RP11-383M4.6,3.0
IDNK,50.0
UBQLN1,222.0
RP11-522I20.3,22.0
GKAP1,79.0
KIF27,15.0
C9orf64,33.0
HNRNPK,2427.0
RP11-575L7.8,2.0
RMI1,25.0
AGTPBP1,85.0
NAA35,102.0
C9orf153,2.0
ISCA1,335.0
ZCCHC6,138.0
GAS1,5.0
CTSL,408.0
CDK20,20.0
SPIN1,72.0
S1PR3,5.0
CKS2,128.0
SECISBP2,442.0
SEMA4D,439.0
GADD45G,15.0
RP11-305L7.1,5.0
RP11-305L7.7,3.0
AUH,78.0
NFIL3,4.0
SPTLC1,36.0
IARS,492.0
NOL8,319.0
CENPP,13.0
ECM2,1.0
IPPK,32.0
BICD2,69.0
ZNF484,9.0
FGD3,569.0
SUSD3,492.0
CARD19,323.0
NINJ1,235.0
RP11-165J3.6,5.0
FAM120AOS,123.0
FAM120A,167.0
PHF2,34.0
PTPDC1,30.0
RP11-2B6.2,4.0
ZNF169,130.0
RP11-307E17.8,5.0
MFSD14B,65.0
PCAT7,3.0
FBP1,29.0
C9orf3,11.0
FANCC,4.0
PTCH1,13.0
RP11-435O5.5,3.0
ERCC6L2,105.0
HSD17B3,3.0
SLC35D2,40.0
ZNF367,13.0
HABP4,94.0
CDC14B,22.0
AAED1,118.0
ZNF510,33.0
ZNF782,11.0
MFSD14C,31.0
RP11-498P14.5,16.0
CCDC180,20.0
TDRD7,13.0
TMOD1,6.0
TSTD2,37.0
NCBP1,74.0
XPA,346.0
TRMO,107.0
HEMGN,50.0
ANP32B,2408.0
NANS,175.0
TRIM14,199.0
CORO2A,33.0
TBC1D2,21.0
ANKS6,25.0
GALNT12,3.0
TGFBR1,33.0
ALG2,136.0
SEC61B,1284.0
STX17-AS1,19.0
STX17,148.0
ERP44,347.0
INVS,17.0
TEX10,53.0
MSANTD3,20.0
MRPL50,347.0
ZNF189,42.0
RNF20,137.0
SMC2,131.0
NIPSNAP3A,98.0
NIPSNAP3B,6.0
SLC44A1,72.0
FKTN,19.0
TMEM38B,143.0
RAD23B,308.0
IKBKAP,33.0
FAM206A,21.0
CTNNAL1,26.0
TMEM245,324.0
FRRS1L,0.0
TXN,1404.0
KIAA0368,44.0
ZNF483,27.0
DNAJC25,36.0
DNAJC25-GNG10,1.0
GNG10,9.0
UGCG,68.0
SUSD1,3.0
PTBP3,197.0
HSDL2,89.0
KIAA1958,12.0
INIP,174.0
SNX30,18.0
ZNF883,15.0
ZFP37,21.0
SLC31A2,26.0
FKBP15,82.0
SLC31A1,21.0
CDC26,578.0
PRPF4,103.0
WDR31,6.0
HDHD3,176.0
ALAD,84.0
POLE3,357.0
C9orf43,5.0
RGS3,26.0
ZNF618,3.0
COL27A1,2.0
AKNA,569.0
DFNB31,5.0
ATP6V1G1,2502.0
C9orf91,23.0
TNFSF8,27.0
PAPPA,4.0
ASTN2,8.0
TRIM32,23.0
CDK5RAP2,123.0
MEGF9,45.0
FBXW2,138.0
PSMD5,89.0
PSMD5-AS1,629.0
PHF19,121.0
TRAF1,188.0
C5,2.0
CNTRL,352.0
RAB14,328.0
GSN,7.0
GSN-AS1,3.0
STOM,73.0
TTLL11,6.0
NDUFA8,307.0
RBM18,87.0
MRRF,68.0
RP11-542K23.7,3.0
PDCL,127.0
RC3H2,90.0
ZBTB6,53.0
ZBTB26,10.0
RABGAP1,101.0
STRBP,120.0
DENND1A,11.0
PSMB7,528.0
MIR181A2HG,5.0
RPL35,28626.0
ARPC5L,314.0
GOLGA1,52.0
SCAI,241.0
PPP6C,321.0
RABEPK,76.0
HSPA5,721.0
GAPVD1,141.0
MAPKAP1,141.0
PBX3,52.0
MVB12B,9.0
ZBTB43,173.0
ZBTB34,15.0
RALGPS1,6.0
SLC2A8,3.0
ZNF79,10.0
RPL12,33211.0
LRSAM1,22.0
FAM129B,6.0
STXBP1,16.0
RP11-56D16.8,7.0
PTRH1,126.0
CFAP157,2.0
TTC16,14.0
TOR2A,80.0
SH2D3C,86.0
CDK9,146.0
FPGS,112.0
ENG,36.0
RP11-228B15.4,12.0
AK1,60.0
ST6GALNAC6,113.0
ST6GALNAC4,93.0
PIP5KL1,5.0
RP11-203J24.8,5.0
DPM2,98.0
FAM102A,627.0
NAIF1,39.0
SLC25A25,58.0
SLC25A25-AS1,26.0
PTGES2,169.0
C9orf16,895.0
CIZ1,168.0
DNM1,6.0
GOLGA2,159.0
SWI5,98.0
TRUB2,143.0
RP11-339B21.13,7.0
COQ4,159.0
SLC27A4,13.0
URM1,272.0
CERCAM,4.0
ODF2,83.0
GLE1,96.0
RP11-216B9.6,11.0
SPTAN1,223.0
WDR34,15.0
HMGA1P4,12.0
SET,1711.0
PKN3,5.0
ZDHHC12,223.0
RP11-545E17.3,41.0
ZER1,49.0
TBC1D13,41.0
ENDOG,45.0
C9orf114,142.0
CCBL1,50.0
LRRC8A,87.0
PHYHD1,3.0
DOLK,45.0
NUP188,77.0
RP11-167N5.5,6.0
SH3GLB2,57.0
FAM73B,59.0
DOLPP1,48.0
CRAT,41.0
PPP2R4,103.0
IER5L,17.0
RP11-247A12.2,8.0
RP11-344B5.3,5.0
C9orf106,3.0
RP11-492E3.51,2.0
NTMT1,258.0
ASB6,73.0
TOR1B,53.0
TOR1A,168.0
C9orf78,1138.0
USP20,102.0
FNBP1,805.0
GPR107,13.0
HMCN2,1.0
FUBP3,141.0
EXOSC2,97.0
ABL1,22.0
LAMC3,7.0
NUP214,99.0
RP11-544A12.4,4.0
RP11-544A12.8,168.0
FAM78A,180.0
PRRC2B,282.0
POMT1,56.0
RP11-334J6.6,4.0
UCK1,69.0
RAPGEF1,54.0
MED27,51.0
NTNG2,3.0
SETX,199.0
TTF1,303.0
DDX31,35.0
GTF3C4,28.0
C9orf9,16.0
TSC1,84.0
GTF3C5,159.0
RALGDS,76.0
GBGT1,5.0
ABO,12.0
SURF6,141.0
MED22,64.0
RPL7A,25972.0
SURF1,399.0
SURF2,186.0
SURF4,295.0
STKLD1,3.0
REXO4,234.0
CACFD1,7.0
SLC2A6,14.0
ADAMTSL2,3.0
DBH,8.0
DBH-AS1,5.0
SARDH,67.0
LINC00094,67.0
BRD3,219.0
WDR5,69.0
RXRA,13.0
C9orf116,2.0
MRPS2,212.0
CAMSAP1,27.0
UBAC1,77.0
NACC2,12.0
RP11-83N9.5,2.0
C9orf69,104.0
QSOX2,18.0
GPSM1,2.0
DNLZ,26.0
CARD9,3.0
SNAPC4,28.0
SDCCAG3,67.0
PMPCA,145.0
INPP5E,26.0
SEC16A,78.0
C9orf163,6.0
NOTCH1,37.0
NALT1,3.0
AGPAT2,20.0
SNHG7,1299.0
TMEM141,323.0
CCDC183,3.0
RABL6,126.0
C9orf172,3.0
PHPT1,591.0
MAMDC4,12.0
EDF1,2730.0
TRAF2,69.0
FBXW5,297.0
C9orf142,485.0
CLIC3,4.0
ABCA2,12.0
C9orf139,1.0
FUT7,4.0
NPDC1,20.0
UAP1L1,17.0
MAN1B1-AS1,37.0
MAN1B1,138.0
DPP7,682.0
ANAPC2,88.0
SSNA1,497.0
TPRN,9.0
TMEM203,221.0
NDOR1,6.0
RNF208,8.0
TUBB4B,293.0
NELFB,85.0
TOR4A,3.0
EXD3,33.0
NOXA1,10.0
NSMF,18.0
PNPLA7,6.0
MRPL41,576.0
DPH7,140.0
ZMYND19,26.0
ARRDC1,179.0
ARRDC1-AS1,92.0
EHMT1,168.0
LINC01001,13.0
BET1L,128.0
RP11-304M2.5,4.0
RIC8A,273.0
SIRT3,38.0
PSMD13,411.0
NLRP6,3.0
RP11-326C3.2,9.0
ATHL1,87.0
IFITM2,813.0
IFITM1,404.0
RP11-326C3.11,31.0
IFITM3,46.0
RP11-326C3.12,4.0
SIGIRR,421.0
ANO9,51.0
PTDSS2,47.0
RP13-317D12.3,7.0
RNH1,786.0
HRAS,84.0
LRRC56,6.0
LMNTD2,9.0
RP11-496I9.1,1.0
RASSF7,250.0
MIR210HG,3.0
PHRF1,84.0
IRF7,140.0
DEAF1,104.0
EPS8L2,52.0
TMEM80,186.0
TALDO1,1441.0
PDDC1,113.0
AP006621.5,79.0
SLC25A22,32.0
PANO1,5.0
PIDD1,57.0
RPLP2,90219.0
PNPLA2,304.0
CD151,27.0
POLR2L,1355.0
TSPAN4,8.0
RP11-1391J7.1,18.0
CHID1,157.0
AP2A2,145.0
TOLLIP,136.0
TOLLIP-AS1,14.0
MOB2,258.0
DUSP8,4.0
AP006285.2,3.0
CTSD,494.0
LSP1,1456.0
TNNT3,5.0
MRPL23,494.0
ASCL2,7.0
C11orf21,39.0
TSPAN32,47.0
CD81,95.0
TSSC4,297.0
KCNQ1,44.0
KCNQ1OT1,151.0
CDKN1C,12.0
SLC22A18,34.0
PHLDA2,6.0
NAP1L4,830.0
CARS,236.0
OSBPL5,3.0
ZNF195,132.0
CHRNA10,5.0
NUP98,134.0
PGAP2,92.0
RHOG,655.0
AC090587.5,5.0
STIM1,112.0
RRM1,81.0
TRIM21,58.0
TRIM68,31.0
AC015691.13,2.0
TRIM34,2.0
TRIM5,54.0
TRIM22,365.0
FAM160A2,102.0
SMPD1,142.0
APBB1,205.0
TRIM3,15.0
ARFIP2,150.0
TIMM10B,193.0
DNHD1,19.0
RRP8,126.0
ILK,223.0
TAF10,164.0
TPP1,434.0
DCHS1,11.0
MRPL17,233.0
ZNF215,1.0
PPFIBP2,50.0
EIF3F,3699.0
RIC3,333.0
TRIM66,42.0
RPL27A,58144.0
AKIP1,98.0
TMEM9B,350.0
TMEM9B-AS1,15.0
NRIP3,7.0
DENND5A,51.0
TMEM41B,242.0
IPO7,146.0
CTD-2371O3.2,30.0
CTD-2371O3.3,29.0
ZNF143,160.0
WEE1,9.0
SWAP70,18.0
SBF2-AS1,14.0
SBF2,124.0
AMPD3,46.0
MTRNR2L8,193.0
RNF141,73.0
CTR9,230.0
EIF4G2,1169.0
RP11-685M7.3,1.0
ZBED5,194.0
ZBED5-AS1,114.0
CSNK2A3,7.0
USP47,258.0
RP13-631K18.2,3.0
MICAL2,8.0
LINC00958,3.0
ARNTL,115.0
BTBD10,50.0
FAR1,48.0
SPON1,47.0
RRAS2,38.0
COPB1,214.0
PSMA1,826.0
PDE3B,354.0
CYP2R1,79.0
SOX6,1.0
C11orf58,1410.0
PLEKHA7,2.0
RPS13,49560.0
PIK3C2A,56.0
NUCB2,780.0
NCR3LG1,8.0
RP1-239B22.5,2.0
SERGEF,116.0
TPH1,4.0
SAAL1,38.0
HPS5,92.0
GTF2H1,162.0
LDHA,851.0
LDHC,4.0
TSG101,256.0
UEVLD,18.0
SPTY2D1-AS1,5.0
SPTY2D1,106.0
TMEM86A,3.0
IGSF22,18.0
ZDHHC13,47.0
NAV2,4.0
HTATIP2,490.0
PRMT3,45.0
FANCF,186.0
SVIP,1138.0
RP11-17A1.3,2.0
CCDC34,52.0
LIN7C,72.0
BDNF-AS,6.0
METTL15,220.0
ARL14EP,258.0
MPPED2,3.0
DNAJC24,87.0
IMMP1L,194.0
ELP4,41.0
RCN1,54.0
EIF3M,1268.0
PRRG4,5.0
QSER1,25.0
DEPDC7,17.0
TCP11L1,18.0
LINC00294,25.0
CSTF3,192.0
CSTF3-AS1,3.0
HIPK3,77.0
CD59,371.0
FBXO3,246.0
CAPRIN1,204.0
NAT10,99.0
CAT,225.0
APIP,241.0
PDHX,68.0
CD44,2015.0
TRIM44,393.0
COMMD9,151.0
PRR5L,14.0
TRAF6,42.0
C11orf74,12.0
API5,232.0
TTC17,295.0
